Brand,Model,Name,Size,Length (mm),Width (mm),Height (mm),Weight (grams),Shape,Hand compatibility,Hump placement,Front flare,Side curvature,Thumb rest,Ring finger rest,Sensor,Sensor type,Sensor position,DPI,Polling rate (Hz),Tracking speed (IPS),Acceleration (G),Side buttons,Middle buttons,Hot-swap switches,Switches,Scroll wheel encoder,Material,Connectivity,Sensor brand,Switches brand,Scroll wheel encoder brand,Price,Price_Currency,Price_URL,Price_Confidence,Price_Title
ATK,F1 V2 Extreme,ATK F1 V2 Extreme,Medium,118.2,62.4,38.8,38.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950 Ultra,Optical,Centered (51%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,109.98,USD,,0.5,
ATK,F1 V2 Ultimate,ATK F1 V2 Ultimate,Medium,118.2,62.4,38.8,39.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950 Ultra,Optical,Centered (51%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switches,Gold,Plastic,Wireless,PixArt,ATK,TTC,62.99,USD,,0.5,
ATK,F1 V2 Ultra Max,ATK F1 V2 Ultra Max,Medium,118.2,62.4,38.8,54.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395 Ultra,Optical,Centered (51%),30000.0,8000.0,650.0,50.0,2.0,0.0,No,Light Blade,Gold,Plastic,Wireless,PixArt,ATK,TTC,84.98,USD,,0.5,
EWEADN,S9 Max,EWEADN S9 Max,Large,127.0,64.8,40.5,57.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Sword GM X,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch,44.99,USD,,0.5,
EWEADN,S9+ Ultra,EWEADN S9+ Ultra,Large,127.0,64.8,40.5,56.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950 Ultra,Optical,Centered (52%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,D2FC-F-7N(100M),Encoder,Plastic,Wireless,PixArt,Omron,F-Switch,59.99,USD,,0.5,
EWEADN,S9+ Pro,EWEADN S9+ Pro,Large,127.0,64.8,40.5,56.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Sword GM X,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch,54.99,USD,,0.5,
EWEADN,S7 Ultra,EWEADN S7 Ultra,Large,125.5,62.5,39.3,59.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3950 Ultra,Optical,Forward (54%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,D2FC-F-7N(100M),Gold,Plastic,Wireless,PixArt,Omron,TTC,64.99,USD,,0.5,
EWEADN,S7 Max,EWEADN S7 Max,Large,125.5,62.5,39.3,58.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Yellow Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,39.99,USD,,0.5,
EWEADN,S7 Pro,EWEADN S7 Pro,Large,125.5,62.5,39.3,52.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Yellow Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,64.99,USD,,0.5,
EWEADN,S7,EWEADN S7,Large,125.5,62.5,39.3,52.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Yellow Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,32.29,USD,,0.5,
Valkyrie,VK M3 Pro,Valkyrie VK M3 Pro,Medium,118.5,62.5,37.8,40.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (50%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switches,Green,Plastic,Wireless,PixArt,Unspecified,F-Switch,49.0,USD,,0.5,
Valkyrie,VK M3,Valkyrie VK M3,Medium,118.5,62.5,37.8,40.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Green,Plastic,Wireless,PixArt,Huano,F-Switch,49.0,USD,,0.5,
Rapoo,VT0 Max,Rapoo VT0 Max,Medium,119.0,63.0,38.0,49.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (51%),45000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,GE 5.0,Plastic,Wireless,PixArt,Rapoo,Kailh,39.99,USD,,0.5,
Rapoo,VT0,Rapoo VT0,Medium,119.0,63.0,38.0,49.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3398,Optical,Centered (51%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,D2FC-F-7N(100M),GE 5.0,Plastic,Wireless,PixArt,Omron,Kailh,26.99,USD,,0.5,
Pulsar,X2H CrazyLight Mini,Pulsar X2H CrazyLight Mini,Small,115.6,62.0,38.0,39.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar,129.95,USD,,0.5,
ATK,A9 Ultimate,ATK A9 Ultimate,Large,125.0,64.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950 Ultra,Optical,-,42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switches,Gold,Plastic,Wireless,PixArt,ATK,TTC,83.98,USD,,0.5,
ATK,A9 Ultra Max 2.0,ATK A9 Ultra Max 2.0,Large,125.0,64.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395 Ultra,Optical,-,30000.0,8000.0,650.0,50.0,2.0,0.0,No,Light Blade,Gold,Plastic,Wireless,PixArt,ATK,TTC,25.98,USD,,0.5,
Glorious,Model D3 Wired,Glorious Model D3 Wired,Medium,121.7,63.7,41.7,57.0,Ergonomic,Right,Back - minimal,Flat,Flat,No,No,BAMF 3.0,Optical,Centered (50%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switches,Mechanical Encoder,Plastic,Wired,Glorious,Unspecified,Unspecified,159.99,USD,,0.5,
Glorious,Model O3 Wired,Glorious Model O3 Wired,Medium,124.0,61.4,39.8,54.0,Symmetrical,Right,Back - minimal,Flat,Flat,No,No,BAMF 3.0,Optical,Centered (50%),30000.0,8000.0,750.0,50.0,2.0,1.0,No,Optical Switches,Mechanical Encoder,Plastic,Wired,Glorious,Unspecified,Unspecified,159.99,USD,,0.5,
Corsair,Sabre v2 Pro,Corsair Sabre v2 Pro,Medium,119.3,62.6,38.2,36.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,MARKSMAN S,Optical,Centered (48%),33000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Crystal Shell White Dot,Green,Plastic,Wireless,Corsair,Huano,F-Switch,99.99,USD,,0.5,
Logitech,G Pro X Superlight 2c,Logitech G Pro X Superlight 2c,Medium,118.4,61.2,38.6,51.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,HERO 2,Optical,Centered (51%),44000.0,8000.0,888.0,88.0,2.0,0.0,No,LIGHTFORCE,Silver,Plastic,Wireless,Logitech,Logitech,TTC,159.99,USD,,0.5,
Waizowl,Cloud Ultra,Waizowl Cloud Ultra,Large,126.0,68.0,38.0,59.0,Symmetrical,Right,Center,Flat,Inward,No,No,PAW3950,Optical,Forward (55%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Silver,Plastic,Wireless,PixArt,RAESHA,TTC,67.99,USD,,0.5,
Pulsar,X2 CrazyLight Medium,Pulsar X2 CrazyLight Medium,Medium,120.0,63.0,38.0,39.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar,129.95,USD,,0.5,
Darmoshark,M3 V2,Darmoshark M3 V2,Large,129.6,66.1,39.2,58.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,39.99,USD,,0.5,
Pwnage,Symm 3,Pwnage Symm 3,Medium,120.0,62.0,40.8,50.0,Symmetrical,Right,Back - moderate,Outward - slight,Flat,No,No,XERO,Optical,Adjustable (42-59%),36000.0,8000.0,750.0,50.0,2.0,0.0,Yes,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,Pwnage,Huano,Unspecified,139.0,USD,,0.5,
VGN,Dragonfly F2 Ultra,VGN Dragonfly F2 Ultra,Medium,122.4,65.1,38.3,51.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (55%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical VGN x Kailh Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,39.99,USD,,0.5,
VGN,Dragonfly F2 Pro Max,VGN Dragonfly F2 Pro Max,Medium,122.4,65.1,38.3,55.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (55%),36000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,39.99,USD,,0.5,
MCHOSE,A7X Ultra,MCHOSE A7X Ultra,Large,125.8,63.2,39.8,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950 Ti,Optical,Forward (54%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Magnesium (metal),Wireless,PixArt,Omron,TTC,64.99,USD,,0.5,
AJAZZ,T520 Max,AJAZZ T520 Max,Medium,118.5,62.0,38.9,63.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Unspecified,Mechanical Encoder,Carbon fiber composite,Wireless,PixArt,TTC,Unspecified,26.99,USD,,0.5,
MCHOSE,G3 V2 Pro,MCHOSE G3 V2 Pro,Small,116.5,62.9,38.2,59.0,Symmetrical,Right,Back - moderate,Inward - moderate,Flat,No,No,PAW3395,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,0.0,,D2FC-F-7N(100M),Silver,Plastic,Wireless,PixArt,Omron,TTC,29.99,USD,,0.5,
G-Wolves,Fenrir Pro 8K,G-Wolves Fenrir Pro 8K,Fingertip,81.7,60.2,28.3,18.6,Symmetrical,Right,Back - aggressive,Inward - moderate,Flat,No,No,PAW3950,Optical,Forward (62%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,D2LS-21 (20M),Gold,Plastic,Wireless,PixArt,Omron,TTC,49.0,USD,,0.5,
Pulsar,Susanto-X,Pulsar Susanto-X,Medium,118.7,62.3,38.6,50.0,Symmetrical,Right,Center,Flat,Flat,No,No,XS-1,Optical,Centered (52%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar,99.95,USD,,0.5,
Dark,Project Novus Pro,Dark Project Novus Pro,Large,125.0,65.0,39.0,48.0,Symmetrical,Right,Back - minimal,Flat,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,24.79,USD,,0.5,
Dark,Project Novus,Dark Project Novus,Large,125.0,65.0,39.0,51.0,Symmetrical,Right,Back - minimal,Flat,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,2000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,14.99,USD,,0.5,
Dark,Project Novus SE,Dark Project Novus SE,Large,125.0,65.0,39.0,48.0,Symmetrical,Right,Back - minimal,Flat,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,108.99,USD,,0.5,
Dark,Project Nexus Ultra,Dark Project Nexus Ultra,Large,126.0,64.0,40.0,51.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (53%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,17.99,USD,,0.5,
Dark,Project Nexus,Dark Project Nexus,Large,126.0,64.0,40.0,47.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (53%),26000.0,2000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,29.99,USD,,0.5,
Attack,Shark V5,Attack Shark V5,Medium,121.0,65.0,38.0,53.0,Symmetrical,Right,Back - moderate,Outward - moderate,Inward,No,No,PAW3950 Max,Optical,Forward (54%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,D2FC-F-7N(100M),Mechanical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified,66.99,USD,,0.5,
LAMZU,MAYA Champion Edition,LAMZU MAYA Champion Edition,Medium,119.0,62.0,38.0,45.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,LAMZU,101.99,USD,,0.5,
Attack,Shark R11 Ultra,Attack Shark R11 Ultra,Medium,124.0,65.5,38.0,49.0,Symmetrical,Right,Back - minimal,Outward - moderate,Flat,No,No,PAW3950 Max,Optical,Forward (55%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Encoder,Carbon fiber composite,Wireless,PixArt,Omron,F-Switch,77.99,USD,,0.5,
ATK,U2 Mini,ATK U2 Mini,Medium,119.5,63.0,38.5,38.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (53%),36000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,E10A2,Plastic,Wireless,PixArt,Huano,F-Switch,99.0,USD,,0.5,
Rapoo,VT2 Max,Rapoo VT2 Max,Large,126.0,63.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (52%),45000.0,8000.0,750.0,50.0,2.0,2.0,No,Optical,Gold,Plastic,Wireless,PixArt,Rapoo,TTC,59.99,USD,,0.5,
Rapoo,VT2,Rapoo VT2,Large,126.0,63.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3398,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,2.0,No,D2FC-F-7N(100M),Gold,Plastic,Wireless,PixArt,Omron,TTC,26.99,USD,,0.5,
Darmoshark,M2 Air,Darmoshark M2 Air,Small,115.8,60.4,36.1,36.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Azure Dragon,Gold,Magnesium (metal),Wireless,PixArt,TTC,TTC,99.99,USD,,0.5,
Keychron,M4 8K,Keychron M4 8K,Fingertip,86.0,54.0,32.0,35.0,Symmetrical,Right,Back - aggressive,Outward - moderate,Flat,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,49.99,USD,,0.5,
Keychron,M2 8K,Keychron M2 8K,Medium,121.5,66.7,40.6,53.0,Ergonomic,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,49.99,USD,,0.5,
Keychron,M2 4K,Keychron M2 4K,Medium,121.5,66.7,40.6,53.0,Ergonomic,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (52%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,99.99,USD,,0.5,
Endgame,Gear XM2w 4k v2,Endgame Gear XM2w 4k v2,Medium,122.0,66.0,38.5,61.5,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3950,Optical,Forward (56%),30000.0,4000.0,750.0,50.0,2.0,0.0,No,GX,Black,Plastic,Wireless,PixArt,Kailh,Kailh,129.99,USD,,0.5,
Endgame,Gear XM2 8k v2,Endgame Gear XM2 8k v2,Medium,122.0,66.0,38.5,51.5,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3950,Optical,Forward (56%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,GX,Black,Plastic,Wired,PixArt,Kailh,Kailh,69.99,USD,,0.5,
ATK,Duckbill,ATK Duckbill,Small,118.0,62.5,37.4,46.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3950 Ultra,Optical,Centered (53%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Advanced Optical Switch,Gold,Plastic,Wireless,PixArt,FE,TTC,19.99,USD,,0.5,
Incott,039 Pro,Incott 039 Pro,Large,126.9,66.6,39.9,52.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950ES-KING,Optical,Forward (54%),45000.0,8000.0,750.0,50.0,2.0,0.0,No,x Huano Purple,Gold,Plastic,Wireless,PixArt,Incott,TTC,88.95,USD,,0.5,
Incott,39,Incott 039,Large,126.9,66.6,39.9,48.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),32000.0,1000.0,650.0,50.0,2.0,0.0,No,x Huano Purple,Gold,Plastic,Wireless,PixArt,Incott,TTC,52.19,USD,,0.5,
Incott,039 SC,Incott 039 SC,Large,126.9,66.6,39.9,47.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),32000.0,1000.0,650.0,50.0,2.0,0.0,No,Blue Shell White Dot,Unspecified,Plastic,Wireless,PixArt,Huano,TTC,19.99,USD,,0.5,
Incott,029 Pro,Incott 029 Pro,Medium,119.0,62.0,37.6,41.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950ES-KING,Optical,Centered (53%),45000.0,8000.0,750.0,50.0,2.0,0.0,No,x Huano Purple,Encoder,Plastic,Wireless,PixArt,Incott,F-Switch,24.79,USD,,0.5,
Incott,29,Incott 029,Medium,119.0,62.0,37.6,34.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (53%),32000.0,1000.0,650.0,50.0,2.0,0.0,No,x Huano Purple,Encoder,Plastic,Wireless,PixArt,Incott,F-Switch,26.99,USD,,0.5,
Incott,029 SC,Incott 029 SC,Medium,119.0,62.0,37.6,34.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (53%),32000.0,1000.0,650.0,50.0,2.0,0.0,No,Blue Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,14.99,USD,,0.5,
G-Wolves,HTX Ultra 8K,G-Wolves HTX Ultra 8K,Medium,119.7,64.1,37.1,32.1,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (62%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,DF3-P1L1,Gold,Plastic,Wireless,PixArt,Zippy,TTC,99.0,USD,,0.5,
LAMZU,x REJECT Paro Reject Special Edition,LAMZU x REJECT Paro Reject Special Edition,Medium,120.0,65.0,40.0,48.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Optical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified,129.95,USD,,0.5,
Pulsar,Pro Series JV-X,Pulsar Pro Series JV-X,Medium,121.0,62.0,40.6,56.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,XS-1,Optical,Forward (54%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar,99.95,USD,,0.5,
Razer,DeathAdder V4 Pro,Razer DeathAdder V4 Pro,Large,128.0,68.0,44.0,56.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,Focus Pro 45K,Optical,Centered (51%),45000.0,8000.0,900.0,85.0,2.0,0.0,No,Optical Mouse Switches Gen-4,Optical Scroll Wheel,Plastic,Wireless,Razer,Razer,Razer,169.99,USD,,0.5,
Ninjutso,Ten Air,Ninjutso Ten Air,Medium,124.5,63.9,39.0,45.0,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,AimNinja,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,HyperSwitch,HyperScroll,Plastic,Wireless,Ninjutso,Ninjutso,Ninjutso,34.99,USD,,0.5,
Ninjutso,Ten,Ninjutso Ten,Medium,124.5,63.9,39.0,53.0,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,AimNinja,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,HyperSwitch,HyperScroll,Plastic,Wireless,Ninjutso,Ninjutso,Ninjutso,34.99,USD,,0.5,
Darmoshark,M5 Air,Darmoshark M5 Air,Fingertip,91.8,57.1,35.8,31.0,Symmetrical,Right,Back - aggressive,Flat,Flat,No,No,PAW3950,Optical,Centered (48%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Mechanical Switches,Encoder,Carbon fiber composite,Wireless,PixArt,Unspecified,F-Switch,79.99,USD,,0.5,
Attack,Shark X8 Ultra,Attack Shark X8 Ultra,Large,125.5,63.0,40.0,55.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950 Max,Optical,Forward (55%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,D2FC-F-7N(100M),Green,Plastic,Wireless,PixArt,Omron,F-Switch,69.99,USD,,0.5,
Rapoo,VT3S Max Gen-2,Rapoo VT3S Max Gen-2,Medium,121.0,66.0,42.0,49.0,Ergonomic,Right,Center,Outward - moderate,Flat,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Mechanical Encoder,Plastic,Wireless,PixArt,Rapoo,Unspecified,49.99,USD,,0.5,
Rapoo,VT3S Gen-2,Rapoo VT3S Gen-2,Medium,121.0,66.0,42.0,49.0,Ergonomic,Right,Center,Outward - moderate,Flat,No,No,PAW3398,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,D2FC-F-7N(100M),Mechanical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified,26.99,USD,,0.5,
Rapoo,VT3 Max Gen-2,Rapoo VT3 Max Gen-2,Large,126.2,68.2,42.4,53.0,Ergonomic,Right,Center,Outward - moderate,Flat,No,No,PAW3950,Optical,Forward (55%),30000.0,8000.0,750.0,50.0,2.0,2.0,No,Optical,Mechanical Encoder,Plastic,Wireless,PixArt,Rapoo,Unspecified,39.99,USD,,0.5,
Rapoo,VT3 Gen-2,Rapoo VT3 Gen-2,Large,126.2,68.2,42.4,53.0,Ergonomic,Right,Center,Outward - moderate,Flat,No,No,PAW3398,Optical,Forward (55%),26000.0,8000.0,650.0,50.0,2.0,2.0,No,D2FC-F-7N(100M),Mechanical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified,39.99,USD,,0.5,
MCHOSE,A5 V2 Ultra,MCHOSE A5 V2 Ultra,Medium,121.6,61.5,37.7,54.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (56%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,D2FC-F-K(60M),Gold,Plastic,Wireless,PixArt,Omron,TTC,54.99,USD,,0.5,
ASUS,ROG Keris II Origin,ASUS ROG Keris II Origin,Medium,121.0,67.0,42.0,65.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,ROG AimPoint Pro,Optical,Centered (53%),42000.0,8000.0,750.0,50.0,2.0,0.0,Yes,ROG Micro Switch II,Gold,Plastic,Wireless,ASUS,ASUS,TTC,119.99,USD,,0.5,
ASUS,ROG Harpe II Ace,ASUS ROG Harpe II Ace,Large,126.1,63.9,39.7,48.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,ROG AimPoint Pro,Optical,Centered (50%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,ROG Optical Micro Switches,Gold,Plastic,Wireless,ASUS,ASUS,TTC,149.47,USD,,0.5,
Darmoshark,N3 Pro,Darmoshark N3 Pro,Medium,123.0,66.0,40.0,64.0,Ergonomic,Right,Back - minimal,Outward - moderate,Flat,No,No,PAW3395,Optical,Centered (49%),26000.0,8000.0,650.0,50.0,2.0,2.0,No,Dustproof Gold 60M,Gold,Plastic,Wireless,PixArt,TTC,TTC,34.99,USD,,0.5,
Razer,Cobra HyperSpeed,Razer Cobra HyperSpeed,Medium,119.6,62.5,38.1,62.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,Focus X 26K,Optical,Centered (51%),26000.0,8000.0,500.0,40.0,2.0,1.0,No,Optical Mouse Switches Gen-4,Optical Scroll Wheel,Plastic,Wireless,Razer,Razer,Razer,93.09,USD,,0.5,
Kysona,Mercury Ultra,Kysona Mercury Ultra,Medium,118.0,63.0,38.0,41.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,59.99,USD,,0.5,
Kysona,Mercury Pro,Kysona Mercury Pro,Medium,118.0,63.0,38.0,41.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,59.99,USD,,0.5,
MCHOSE,L7 Ultra+,MCHOSE L7 Ultra+,Medium,119.6,62.9,38.1,48.0,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3950,Optical,Centered (52%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,64.99,USD,,0.5,
MCHOSE,L7 Pro+,MCHOSE L7 Pro+,Medium,119.6,62.9,38.1,45.0,Symmetrical,Right,Back - moderate,Flat,Inward,No,No,PAW3395,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,54.99,USD,,0.5,
ATK,X1 S,ATK X1 S,Large,127.0,64.0,40.0,54.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Centered (51%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,84.98,USD,,0.5,
